"Format","MoTeC CSV File",,,"Workbook","GPS"
"Venue","AutoX_FSA2015",,,"Worksheet","Worksheet (1)"
"Vehicle","GFR15e",,,"Vehicle Desc",""
"Driver","Tim Fritz",,,"Engine ID",""
"Device","ADL"
"Comment","AutoX",,,"Session",""
"Log Date","12.08.2015",,,"Origin Time","0,000","s"
"Log Time","19:23:36",,,"Start Time","0,000","s"
"Sample Rate","25,000","Hz",,"End Time","268,000","s"
"Duration","268,000","s",,"Start Distance","0","m"
"Range","No Lap (selection)",,,"End Distance","2073","m"


"Time","Giga DrivenDistance [m]","Giga VehicleSpeed [km/h]"
"s","m","km/h"


"92,640","15","13,8"
"92,680","15","13,8"
"92,720","15","13,8"
"92,760","16","13,8"
"92,800","16","13,8"
"92,840","16","13,7"
"92,880","16","13,8"
"92,920","16","13,7"
"92,960","17","13,7"
"93,000","17","13,8"
"93,040","17","13,7"
"93,080","17","13,8"
"93,120","17","13,6"
"93,160","17","13,6"
"93,200","17","13,6"
"93,240","17","13,6"
"93,280","18","13,5"
"93,320","18","13,5"
"93,360","18","13,5"
"93,400","18","13,6"
"93,440","18","13,6"
"93,480","18","13,6"
"93,520","18","13,5"
"93,560","19","13,5"
"93,600","19","13,4"
"93,640","19","13,4"
"93,680","19","13,4"
"93,720","19","13,4"
"93,760","20","13,4"
"93,800","20","13,4"
"93,840","20","13,3"
"93,880","20","13,3"
"93,920","20","13,2"
"93,960","20","13,2"
"94,000","20","13,2"
"94,040","20","13,2"
"94,080","21","13,2"
"94,120","21","13,0"
"94,160","21","13,0"
"94,200","21","13,1"
"94,240","21","13,0"
"94,280","21","13,0"
"94,320","21","13,0"
"94,360","22","12,8"
"94,400","22","12,8"
"94,440","22","12,8"
"94,480","22","12,7"
"94,520","22","12,6"
"94,560","22","12,6"
"94,600","22","12,5"
"94,640","22","12,4"
"94,680","23","12,4"
"94,720","23","12,4"
"94,760","23","12,3"
"94,800","23","12,2"
"94,840","23","12,2"
"94,880","23","12,1"
"94,920","23","12,0"
"94,960","24","12,0"
"95,000","24","12,0"
"95,040","24","11,9"
"95,080","24","11,9"
"95,120","24","11,8"
"95,160","24","11,8"
"95,200","24","11,8"
"95,240","24","11,6"
"95,280","25","11,6"
"95,320","25","11,6"
"95,360","25","11,5"
"95,400","25","11,4"
"95,440","25","11,5"
"95,480","25","11,4"
"95,520","25","11,3"
"95,560","26","11,3"
"95,600","26","11,3"
"95,640","26","11,1"
"95,680","26","11,1"
"95,720","26","11,1"
"95,760","26","11,1"
"95,800","26","11,0"
"95,840","26","10,9"
"95,880","27","10,8"
"95,920","27","10,8"
"95,960","27","10,8"
"96,000","27","10,6"
"96,040","27","10,4"
"96,080","27","10,1"
"96,120","27","9,8"
"96,160","27","9,4"
"96,200","27","9,4"
"96,240","27","9,5"
"96,280","28","9,4"
"96,320","28","9,1"
"96,360","28","9,1"
"96,400","28","9,1"
"96,440","28","9,0"
"96,480","28","9,0"
"96,520","28","8,9"
"96,560","28","8,9"
"96,600","28","8,9"
"96,640","28","8,8"
"96,680","29","8,8"
"96,720","29","8,7"
"96,760","29","8,6"
"96,800","29","8,5"
"96,840","29","8,4"
"96,880","29","8,3"
"96,920","29","8,3"
"96,960","29","8,1"
"97,000","29","8,0"
"97,040","29","7,9"
"97,080","30","7,8"
"97,120","30","7,6"
"97,160","30","7,6"
"97,200","30","7,4"
"97,240","30","7,2"
"97,280","30","7,2"
"97,320","30","7,1"
"97,360","30","6,9"
"97,400","30","6,7"
"97,440","30","6,5"
"97,480","30","6,3"
"97,520","30","6,1"
"97,560","31","5,8"
"97,600","31","5,6"
"97,640","31","5,4"
"97,680","31","5,1"
"97,720","31","4,9"
"97,760","31","4,7"
"97,800","31","4,6"
"97,840","31","4,4"
"97,880","31","4,1"
"97,920","31","3,9"
"97,960","31","3,8"
"98,000","31","3,5"
"98,040","31","3,4"
"98,080","31","3,2"
"98,120","31","2,9"
"98,160","31","2,9"
"98,200","31","2,6"
"98,240","31","2,2"
"98,280","31","2,2"
"98,320","31","2,2"
"98,360","31","1,8"
"98,400","31","1,8"
"98,440","31","1,8"
"98,480","31","1,8"
"98,520","31","1,1"
"98,560","31","1,1"
"98,600","31","1,1"
"98,640","31","1,1"
"98,680","31","1,1"
"98,720","31","1,1"
"98,760","31","1,1"
"98,800","31","1,1"
"98,840","31","1,1"
"98,880","31","1,1"
"98,920","31","1,1"
"98,960","32","1,1"
"99,000","32","1,1"
"99,040","32","1,1"
"99,080","32","1,1"
"99,120","32","1,1"
"99,160","32","1,1"
"99,200","32","1,1"
"99,240","32","1,1"
"99,280","32","1,1"
"99,320","32","1,1"
"99,360","32","1,1"
"99,400","32","1,1"
"99,440","32","1,1"
"99,480","32","1,1"
"99,520","32","1,1"
"99,560","32","1,1"
"99,600","32","1,1"
"99,640","32","1,1"
"99,680","32","1,1"
"99,720","32","1,1"
"99,760","32","1,1"
"99,800","32","1,1"
"99,840","32","1,1"
"99,880","32","1,1"
"99,920","32","1,1"
"99,960","32","1,1"
"100,000","32","1,1"
"100,040","32","1,1"
"100,080","32","1,1"
"100,120","32","1,1"
"100,160","32","1,1"
"100,200","32","1,1"
"100,240","32","1,1"
"100,280","32","1,1"
"100,320","32","1,1"
"100,360","32","1,1"
"100,400","32","1,1"
"100,440","32","1,1"
"100,480","32","1,1"
"100,520","32","0,6"
"100,560","32","0,0"
"100,600","32","0,0"
"100,640","32","0,0"
"100,680","32","0,0"
"100,720","32","0,0"
"100,760","32","0,0"
"100,800","32","0,0"
"100,840","32","0,0"
"100,880","32","0,0"
"100,920","32","0,0"
"100,960","32","0,0"
"101,000","32","0,0"
"101,040","32","0,0"
"101,080","32","0,0"
"101,120","32","0,0"
"101,160","32","0,0"
"101,200","32","0,0"
"101,240","32","0,0"
"101,280","32","0,0"
"101,320","32","0,0"
"101,360","32","0,0"
"101,400","32","0,0"
"101,440","32","0,0"
"101,480","32","0,0"
"101,520","32","0,0"
"101,560","32","0,0"
"101,600","32","0,0"
"101,640","32","0,0"
"101,680","32","0,0"
"101,720","32","0,0"
"101,760","32","0,0"
"101,800","32","0,0"
"101,840","32","0,0"
"101,880","32","0,0"
"101,920","32","0,0"
"101,960","32","0,0"
"102,000","32","0,0"
"102,040","32","0,0"
"102,080","32","0,0"
"102,120","32","0,0"
"102,160","32","0,0"
"102,200","32","0,0"
"102,240","32","0,0"
"102,280","32","0,0"
"102,320","32","0,0"
"102,360","32","0,0"
"102,400","32","0,0"
"102,440","32","0,0"
"102,480","32","0,0"
"102,520","32","0,0"
"102,560","32","0,0"
"102,600","32","0,0"
"102,640","32","0,0"
"102,680","32","0,0"
"102,720","32","0,0"
"102,760","32","0,0"
"102,800","32","0,0"
"102,840","32","0,0"
"102,880","32","0,0"
"102,920","32","0,0"
"102,960","32","0,0"
"103,000","32","0,0"
"103,040","32","0,0"
"103,080","32","0,0"
"103,120","32","0,0"
"103,160","32","0,0"
"103,200","32","0,0"
"103,240","32","0,0"
"103,280","32","0,0"
"103,320","32","0,0"
"103,360","32","0,0"
"103,400","32","0,0"
"103,440","32","0,0"
"103,480","32","0,0"
"103,520","32","0,0"
"103,560","32","0,0"
"103,600","32","0,0"
"103,640","32","0,0"
"103,680","32","0,0"
"103,720","32","0,0"
"103,760","32","0,0"
"103,800","32","0,0"
"103,840","32","0,0"
"103,880","32","0,0"
"103,920","32","0,0"
"103,960","32","0,0"
"104,000","32","0,0"
"104,040","32","0,0"
"104,080","32","0,0"
"104,120","32","0,0"
"104,160","32","0,0"
"104,200","32","0,0"
"104,240","32","0,0"
"104,280","32","0,0"
"104,320","32","0,0"
"104,360","32","0,0"
"104,400","32","0,0"
"104,440","32","0,0"
"104,480","32","0,0"
"104,520","32","0,0"
"104,560","32","0,0"
"104,600","32","0,0"
"104,640","32","0,0"
"104,680","32","0,0"
"104,720","32","0,0"
"104,760","32","0,0"
"104,800","32","0,0"
"104,840","32","0,0"
"104,880","32","0,0"
"104,920","32","0,0"
"104,960","32","0,0"
"105,000","32","0,0"
"105,040","32","0,0"
"105,080","32","0,0"
"105,120","32","0,0"
"105,160","32","0,0"
"105,200","32","0,0"
"105,240","32","0,0"
"105,280","32","0,0"
"105,320","32","0,0"
"105,360","32","0,0"
"105,400","32","0,0"
"105,440","32","0,0"
"105,480","32","0,0"
"105,520","32","0,0"
"105,560","32","0,0"
"105,600","32","0,0"
"105,640","32","0,0"
"105,680","32","0,0"
"105,720","32","0,0"
"105,760","32","0,0"
"105,800","32","0,0"
"105,840","32","0,0"
"105,880","32","0,0"
"105,920","32","0,0"
"105,960","32","0,0"
"106,000","32","0,0"
"106,040","32","0,0"
"106,080","32","0,0"
